lat,lon,aet_mm_yr
32.0208,-103.1042,253.9
32.0208,-103.0625,255.7
32.0208,-103.0208,259.4
32.0208,-102.9792,264.3
32.0208,-102.9375,269.5
32.0208,-102.8958,280.2
32.0208,-102.8542,287.7
31.9792,-104.8125,359.0
31.9792,-104.7708,318.6
31.9792,-104.7292,293.1
31.9792,-104.6875,285.3
31.9792,-104.6458,281.3
31.9792,-104.6042,276.6
31.9792,-104.5625,272.7
31.9792,-104.5208,265.4
31.9792,-104.4792,264.0
31.9792,-104.4375,265.6
31.9792,-104.3958,263.9
31.9792,-104.3542,260.6
31.9792,-104.3125,255.9
31.9792,-104.2708,252.9
31.9792,-104.2292,252.3
31.9792,-104.1875,249.9
31.9792,-104.1458,244.7
31.9792,-104.1042,244.4
31.9792,-104.0625,241.8
31.9792,-104.0208,237.4
31.9792,-103.9792,235.9
31.9792,-103.9375,236.5
31.9792,-103.8958,239.6
31.9792,-103.8542,243.1
31.9792,-103.8125,247.0
31.9792,-103.7708,244.7
31.9792,-103.7292,239.7
31.9792,-103.6875,237.4
31.9792,-103.6458,236.8
31.9792,-103.6042,241.4
31.9792,-103.5625,246.6
31.9792,-103.5208,249.5
31.9792,-103.4792,249.6
31.9792,-103.4375,248.0
31.9792,-103.3958,247.3
31.9792,-103.3542,244.7
31.9792,-103.3125,242.6
31.9792,-103.2708,243.0
31.9792,-103.2292,245.7
31.9792,-103.1875,247.4
31.9792,-103.1458,251.1
31.9792,-103.1042,254.1
31.9792,-103.0625,258.8
31.9792,-103.0208,258.3
31.9792,-102.9792,263.0
31.9792,-102.9375,265.8
31.9792,-102.8958,276.8
31.9792,-102.8542,284.2
31.9375,-104.8542,391.1
31.9375,-104.8125,381.2
31.9375,-104.7708,314.5
31.9375,-104.7292,288.5
31.9375,-104.6875,283.7
31.9375,-104.6458,279.0
31.9375,-104.6042,274.2
31.9375,-104.5625,268.9
31.9375,-104.5208,262.5
31.9375,-104.4792,259.3
31.9375,-104.4375,258.9
31.9375,-104.3958,259.5
31.9375,-104.3542,259.3
31.9375,-104.3125,255.0
31.9375,-104.2708,251.7
31.9375,-104.2292,251.1
31.9375,-104.1875,248.4
31.9375,-104.1458,247.3
31.9375,-104.1042,249.0
31.9375,-104.0625,244.3
31.9375,-104.0208,238.7
31.9375,-103.9792,237.1
31.9375,-103.9375,236.3
31.9375,-103.8958,240.4
31.9375,-103.8542,243.6
31.9375,-103.8125,244.7
31.9375,-103.7708,240.4
31.9375,-103.7292,235.7
31.9375,-103.6875,233.6
31.9375,-103.6458,235.0
31.9375,-103.6042,235.6
31.9375,-103.5625,234.8
31.9375,-103.5208,239.4
31.9375,-103.4792,247.0
31.9375,-103.4375,244.8
31.9375,-103.3958,244.3
31.9375,-103.3542,243.5
31.9375,-103.3125,243.3
31.9375,-103.2708,238.5
31.9375,-103.2292,238.6
31.9375,-103.1875,239.4
31.9375,-103.1458,239.7
31.9375,-103.1042,244.1
31.9375,-103.0625,247.7
31.9375,-103.0208,252.2
31.9375,-102.9792,260.3
31.9375,-102.9375,263.1
31.9375,-102.8958,274.4
31.9375,-102.8542,277.6
31.9375,-102.8125,285.5
31.8958,-104.8542,363.4
31.8958,-104.8125,320.1
31.8958,-104.7708,295.3
31.8958,-104.7292,284.9
31.8958,-104.6875,277.7
31.8958,-104.6458,273.5
31.8958,-104.6042,270.8
31.8958,-104.5625,264.9
31.8958,-104.5208,259.7
31.8958,-104.4792,258.1
31.8958,-104.4375,255.9
31.8958,-104.3958,252.7
31.8958,-104.3542,252.3
31.8958,-104.3125,251.7
31.8958,-104.2708,253.6
31.8958,-104.2292,249.9
31.8958,-104.1875,250.5
31.8958,-104.1458,251.6
31.8958,-104.1042,248.7
31.8958,-104.0625,244.3
31.8958,-104.0208,240.9
31.8958,-103.9792,238.1
31.8958,-103.9375,237.0
31.8958,-103.8958,236.7
31.8958,-103.8542,237.1
31.8958,-103.8125,235.5
31.8958,-103.7708,234.6
31.8958,-103.7292,235.1
31.8958,-103.6875,233.5
31.8958,-103.6458,232.1
31.8958,-103.6042,233.7
31.8958,-103.5625,233.4
31.8958,-103.5208,239.4
31.8958,-103.4792,245.2
31.8958,-103.4375,243.2
31.8958,-103.3958,240.5
31.8958,-103.3542,240.2
31.8958,-103.3125,240.5
31.8958,-103.2708,236.4
31.8958,-103.2292,230.8
31.8958,-103.1875,233.9
31.8958,-103.1458,236.8
31.8958,-103.1042,241.6
31.8958,-103.0625,245.6
31.8958,-103.0208,250.8
31.8958,-102.9792,253.3
31.8958,-102.9375,258.8
31.8958,-102.8958,264.6
31.8958,-102.8542,274.5
31.8958,-102.8125,279.1
31.8958,-102.7708,289.7
31.8958,-102.7292,294.2
31.8542,-104.8125,291.8
31.8542,-104.7708,287.3
31.8542,-104.7292,278.1
31.8542,-104.6875,272.9
31.8542,-104.6458,270.6
31.8542,-104.6042,268.7
31.8542,-104.5625,263.7
31.8542,-104.5208,259.0
31.8542,-104.4792,257.6
31.8542,-104.4375,255.2
31.8542,-104.3958,256.7
31.8542,-104.3542,256.9
31.8542,-104.3125,256.9
31.8542,-104.2708,258.6
31.8542,-104.2292,254.9
31.8542,-104.1875,257.0
31.8542,-104.1458,254.4
31.8542,-104.1042,250.0
31.8542,-104.0625,245.5
31.8542,-104.0208,240.3
31.8542,-103.9792,236.4
31.8542,-103.9375,236.1
31.8542,-103.8958,235.8
31.8542,-103.8542,233.7
31.8542,-103.8125,230.5
31.8542,-103.7708,231.9
31.8542,-103.7292,231.9
31.8542,-103.6875,231.4
31.8542,-103.6458,231.1
31.8542,-103.6042,231.5
31.8542,-103.5625,231.7
31.8542,-103.5208,232.3
31.8542,-103.4792,236.9
31.8542,-103.4375,241.7
31.8542,-103.3958,239.2
31.8542,-103.3542,237.7
31.8542,-103.3125,237.4
31.8542,-103.2708,236.2
31.8542,-103.2292,231.9
31.8542,-103.1875,235.0
31.8542,-103.1458,240.3
31.8542,-103.1042,239.8
31.8542,-103.0625,243.0
31.8542,-103.0208,250.9
31.8542,-102.9792,254.2
31.8542,-102.9375,260.3
31.8542,-102.8958,266.0
31.8542,-102.8542,271.9
31.8542,-102.8125,276.2
31.8542,-102.7708,282.5
31.8542,-102.7292,289.5
31.8542,-102.6875,293.6
31.8125,-104.7708,285.0
31.8125,-104.7292,279.1
31.8125,-104.6875,278.9
31.8125,-104.6458,274.6
31.8125,-104.6042,270.7
31.8125,-104.5625,266.6
31.8125,-104.5208,263.2
31.8125,-104.4792,263.0
31.8125,-104.4375,261.8
31.8125,-104.3958,262.0
31.8125,-104.3542,259.2
31.8125,-104.3125,262.4
31.8125,-104.2708,260.6
31.8125,-104.2292,258.1
31.8125,-104.1875,253.9
31.8125,-104.1458,250.7
31.8125,-104.1042,246.2
31.8125,-104.0625,243.2
31.8125,-104.0208,238.9
31.8125,-103.9792,238.9
31.8125,-103.9375,238.0
31.8125,-103.8958,234.9
31.8125,-103.8542,233.0
31.8125,-103.8125,230.4
31.8125,-103.7708,230.0
31.8125,-103.7292,229.2
31.8125,-103.6875,229.0
31.8125,-103.6458,229.8
31.8125,-103.6042,230.0
31.8125,-103.5625,229.4
31.8125,-103.5208,229.7
31.8125,-103.4792,231.9
31.8125,-103.4375,236.7
31.8125,-103.3958,238.8
31.8125,-103.3542,234.6
31.8125,-103.3125,230.8
31.8125,-103.2708,232.0
31.8125,-103.2292,233.2
31.8125,-103.1875,235.2
31.8125,-103.1458,238.8
31.8125,-103.1042,239.9
31.8125,-103.0625,240.1
31.8125,-103.0208,246.4
31.8125,-102.9792,250.6
31.8125,-102.9375,255.6
31.8125,-102.8958,266.6
31.8125,-102.8542,269.9
31.8125,-102.8125,276.4
31.8125,-102.7708,281.4
31.8125,-102.7292,281.7
31.8125,-102.6875,285.5
31.8125,-102.6458,286.9
31.7708,-104.7292,284.9
31.7708,-104.6875,277.9
31.7708,-104.6458,273.9
31.7708,-104.6042,271.0
31.7708,-104.5625,267.2
31.7708,-104.5208,264.7
31.7708,-104.4792,265.9
31.7708,-104.4375,268.5
31.7708,-104.3958,264.8
31.7708,-104.3542,264.0
31.7708,-104.3125,261.5
31.7708,-104.2708,257.8
31.7708,-104.2292,254.7
31.7708,-104.1875,254.6
31.7708,-104.1458,251.2
31.7708,-104.1042,246.5
31.7708,-104.0625,244.4
31.7708,-104.0208,240.8
31.7708,-103.9792,242.0
31.7708,-103.9375,238.4
31.7708,-103.8958,236.1
31.7708,-103.8542,234.8
31.7708,-103.8125,231.8
31.7708,-103.7708,233.2
31.7708,-103.7292,230.2
31.7708,-103.6875,227.2
31.7708,-103.6458,227.2
31.7708,-103.6042,228.0
31.7708,-103.5625,228.7
31.7708,-103.5208,227.3
31.7708,-103.4792,228.5
31.7708,-103.4375,229.5
31.7708,-103.3958,232.2
31.7708,-103.3542,228.5
31.7708,-103.3125,226.4
31.7708,-103.2708,226.5
31.7708,-103.2292,226.4
31.7708,-103.1875,229.8
31.7708,-103.1458,236.4
31.7708,-103.1042,237.2
31.7708,-103.0625,237.1
31.7708,-103.0208,243.1
31.7708,-102.9792,253.2
31.7708,-102.9375,255.5
31.7708,-102.8958,261.8
31.7708,-102.8542,264.7
31.7708,-102.8125,269.1
31.7708,-102.7708,277.1
31.7708,-102.7292,279.4
31.7708,-102.6875,283.1
31.7708,-102.6458,283.3
31.7708,-102.6042,284.4
31.7292,-104.7292,286.7
31.7292,-104.6875,280.5
31.7292,-104.6458,277.1
31.7292,-104.6042,273.8
31.7292,-104.5625,270.6
31.7292,-104.5208,268.2
31.7292,-104.4792,268.2
31.7292,-104.4375,270.9
31.7292,-104.3958,268.6
31.7292,-104.3542,264.8
31.7292,-104.3125,261.7
31.7292,-104.2708,259.1
31.7292,-104.2292,255.9
31.7292,-104.1875,251.9
31.7292,-104.1458,246.6
31.7292,-104.1042,245.0
31.7292,-104.0625,245.0
31.7292,-104.0208,243.7
31.7292,-103.9792,245.6
31.7292,-103.9375,241.8
31.7292,-103.8958,238.3
31.7292,-103.8542,234.3
31.7292,-103.8125,233.1
31.7292,-103.7708,231.3
31.7292,-103.7292,231.9
31.7292,-103.6875,230.0
31.7292,-103.6458,226.4
31.7292,-103.6042,225.4
31.7292,-103.5625,226.6
31.7292,-103.5208,227.3
31.7292,-103.4792,226.2
31.7292,-103.4375,226.3
31.7292,-103.3958,225.8
31.7292,-103.3542,225.1
31.7292,-103.3125,226.2
31.7292,-103.2708,227.6
31.7292,-103.2292,226.2
31.7292,-103.1875,229.0
31.7292,-103.1458,234.8
31.7292,-103.1042,235.1
31.7292,-103.0625,237.5
31.7292,-103.0208,241.6
31.7292,-102.9792,250.4
31.7292,-102.9375,256.7
31.7292,-102.8958,260.1
31.7292,-102.8542,264.5
31.7292,-102.8125,269.7
31.7292,-102.7708,271.5
31.7292,-102.7292,279.0
31.7292,-102.6875,279.7
31.7292,-102.6458,282.1
31.7292,-102.6042,283.8
31.7292,-102.5625,286.8
31.6875,-104.7292,292.3
31.6875,-104.6875,287.1
31.6875,-104.6458,279.7
31.6875,-104.6042,276.8
31.6875,-104.5625,274.4
31.6875,-104.5208,271.7
31.6875,-104.4792,269.9
31.6875,-104.4375,269.6
31.6875,-104.3958,265.6
31.6875,-104.3542,263.0
31.6875,-104.3125,264.2
31.6875,-104.2708,260.4
31.6875,-104.2292,255.3
31.6875,-104.1875,253.0
31.6875,-104.1458,246.7
31.6875,-104.1042,245.5
31.6875,-104.0625,247.4
31.6875,-104.0208,244.9
31.6875,-103.9792,245.0
31.6875,-103.9375,241.9
31.6875,-103.8958,239.3
31.6875,-103.8542,236.9
31.6875,-103.8125,235.3
31.6875,-103.7708,233.1
31.6875,-103.7292,229.5
31.6875,-103.6875,228.1
31.6875,-103.6458,229.1
31.6875,-103.6042,228.5
31.6875,-103.5625,226.0
31.6875,-103.5208,227.2
31.6875,-103.4792,227.6
31.6875,-103.4375,226.1
31.6875,-103.3958,225.8
31.6875,-103.3542,226.5
31.6875,-103.3125,226.6
31.6875,-103.2708,228.0
31.6875,-103.2292,229.4
31.6875,-103.1875,231.2
31.6875,-103.1458,232.5
31.6875,-103.1042,234.4
31.6875,-103.0625,239.6
31.6875,-103.0208,241.6
31.6875,-102.9792,252.7
31.6875,-102.9375,259.0
31.6875,-102.8958,262.5
31.6875,-102.8542,267.3
31.6875,-102.8125,272.0
31.6875,-102.7708,274.8
31.6875,-102.7292,276.5
31.6875,-102.6875,278.5
31.6875,-102.6458,282.3
31.6875,-102.6042,283.3
31.6875,-102.5625,284.5
31.6875,-102.5208,289.2
31.6875,-102.4792,291.2
31.6875,-102.4375,294.8
31.6875,-102.3958,299.0
31.6875,-102.3542,300.7
31.6875,-102.3125,304.3
31.6875,-102.2708,308.2
31.6458,-104.7292,290.9
31.6458,-104.6875,286.2
31.6458,-104.6458,288.4
31.6458,-104.6042,280.6
31.6458,-104.5625,280.7
31.6458,-104.5208,275.3
31.6458,-104.4792,270.7
31.6458,-104.4375,265.9
31.6458,-104.3958,262.1
31.6458,-104.3542,258.5
31.6458,-104.3125,259.6
31.6458,-104.2708,257.1
31.6458,-104.2292,252.3
31.6458,-104.1875,252.5
31.6458,-104.1458,249.3
31.6458,-104.1042,248.1
31.6458,-104.0625,249.7
31.6458,-104.0208,246.5
31.6458,-103.9792,247.2
31.6458,-103.9375,243.9
31.6458,-103.8958,243.6
31.6458,-103.8542,241.0
31.6458,-103.8125,237.7
31.6458,-103.7708,235.2
31.6458,-103.7292,232.3
31.6458,-103.6875,230.6
31.6458,-103.6458,229.6
31.6458,-103.6042,230.1
31.6458,-103.5625,231.6
31.6458,-103.5208,228.9
31.6458,-103.4792,228.1
31.6458,-103.4375,227.5
31.6458,-103.3958,229.7
31.6458,-103.3542,230.7
31.6458,-103.3125,229.0
31.6458,-103.2708,230.2
31.6458,-103.2292,231.6
31.6458,-103.1875,234.3
31.6458,-103.1458,234.1
31.6458,-103.1042,235.8
31.6458,-103.0625,239.4
31.6458,-103.0208,242.3
31.6458,-102.9792,249.7
31.6458,-102.9375,257.9
31.6458,-102.8958,262.0
31.6458,-102.8542,266.3
31.6458,-102.8125,269.0
31.6458,-102.7708,273.5
31.6458,-102.7292,275.0
31.6458,-102.6875,276.9
31.6458,-102.6458,279.3
31.6458,-102.6042,282.2
31.6458,-102.5625,283.3
31.6458,-102.5208,286.3
31.6458,-102.4792,287.8
31.6458,-102.4375,290.2
31.6458,-102.3958,296.4
31.6458,-102.3542,301.3
31.6458,-102.3125,305.3
31.6458,-102.2708,307.8
31.6042,-104.6458,297.8
31.6042,-104.6042,286.6
31.6042,-104.5625,282.4
31.6042,-104.5208,276.0
31.6042,-104.4792,269.3
31.6042,-104.4375,264.3
31.6042,-104.3958,262.2
31.6042,-104.3542,262.8
31.6042,-104.3125,265.5
31.6042,-104.2708,259.7
31.6042,-104.2292,258.9
31.6042,-104.1875,255.9
31.6042,-104.1458,252.8
31.6042,-104.1042,251.9
31.6042,-104.0625,250.8
31.6042,-104.0208,250.2
31.6042,-103.9792,249.1
31.6042,-103.9375,246.7
31.6042,-103.8958,246.5
31.6042,-103.8542,244.1
31.6042,-103.8125,241.5
31.6042,-103.7708,239.5
31.6042,-103.7292,235.7
31.6042,-103.6875,233.5
31.6042,-103.6458,231.9
31.6042,-103.6042,230.9
31.6042,-103.5625,232.1
31.6042,-103.5208,231.7
31.6042,-103.4792,231.5
31.6042,-103.4375,229.3
31.6042,-103.3958,229.8
31.6042,-103.3542,231.7
31.6042,-103.3125,233.2
31.6042,-103.2708,234.3
31.6042,-103.2292,233.4
31.6042,-103.1875,234.0
31.6042,-103.1458,235.2
31.6042,-103.1042,237.1
31.6042,-103.0625,240.1
31.6042,-103.0208,244.0
31.6042,-102.9792,248.2
31.6042,-102.9375,255.2
31.6042,-102.8958,262.0
31.6042,-102.8542,264.9
31.6042,-102.8125,266.8
31.6042,-102.7708,271.3
31.6042,-102.7292,272.9
31.6042,-102.6875,275.3
31.6042,-102.6458,277.6
31.6042,-102.6042,280.1
31.6042,-102.5625,283.8
31.6042,-102.5208,284.4
31.6042,-102.4792,285.9
31.6042,-102.4375,291.5
31.6042,-102.3958,292.8
31.6042,-102.3542,297.8
31.6042,-102.3125,305.2
31.6042,-102.2708,308.2
31.6042,-102.2292,311.2
31.5625,-104.6458,297.6
31.5625,-104.6042,288.3
31.5625,-104.5625,280.9
31.5625,-104.5208,275.0
31.5625,-104.4792,269.3
31.5625,-104.4375,266.9
31.5625,-104.3958,265.4
31.5625,-104.3542,267.2
31.5625,-104.3125,265.0
31.5625,-104.2708,262.4
31.5625,-104.2292,260.4
31.5625,-104.1875,256.9
31.5625,-104.1458,253.8
31.5625,-104.1042,252.8
31.5625,-104.0625,251.1
31.5625,-104.0208,249.2
31.5625,-103.9792,247.5
31.5625,-103.9375,248.2
31.5625,-103.8958,249.1
31.5625,-103.8542,246.2
31.5625,-103.8125,242.8
31.5625,-103.7708,239.3
31.5625,-103.7292,236.0
31.5625,-103.6875,234.5
31.5625,-103.6458,232.2
31.5625,-103.6042,229.9
31.5625,-103.5625,230.4
31.5625,-103.5208,233.5
31.5625,-103.4792,231.8
31.5625,-103.4375,229.8
31.5625,-103.3958,229.4
31.5625,-103.3542,231.7
31.5625,-103.3125,234.2
31.5625,-103.2708,235.6
31.5625,-103.2292,234.7
31.5625,-103.1875,235.9
31.5625,-103.1458,239.0
31.5625,-103.1042,240.4
31.5625,-103.0625,243.3
31.5625,-103.0208,246.5
31.5625,-102.9792,250.3
31.5625,-102.9375,253.5
31.5625,-102.8958,259.7
31.5625,-102.8542,263.8
31.5625,-102.8125,267.9
31.5625,-102.7708,270.6
31.5625,-102.7292,271.0
31.5625,-102.6875,273.4
31.5625,-102.6458,276.2
31.5625,-102.6042,279.4
31.5625,-102.5625,281.3
31.5625,-102.5208,280.1
31.5625,-102.4792,278.8
31.5625,-102.4375,282.6
31.5625,-102.3958,291.5
31.5625,-102.3542,296.3
31.5625,-102.3125,303.3
31.5625,-102.2708,308.5
31.5625,-102.2292,310.4
31.5625,-102.1875,313.3
31.5208,-104.6042,291.4
31.5208,-104.5625,283.4
31.5208,-104.5208,275.7
31.5208,-104.4792,270.5
31.5208,-104.4375,265.1
31.5208,-104.3958,261.9
31.5208,-104.3542,261.3
31.5208,-104.3125,262.4
31.5208,-104.2708,259.6
31.5208,-104.2292,255.9
31.5208,-104.1875,253.6
31.5208,-104.1458,254.2
31.5208,-104.1042,250.6
31.5208,-104.0625,249.6
31.5208,-104.0208,248.9
31.5208,-103.9792,247.1
31.5208,-103.9375,246.4
31.5208,-103.8958,247.5
31.5208,-103.8542,246.2
31.5208,-103.8125,243.0
31.5208,-103.7708,239.0
31.5208,-103.7292,237.3
31.5208,-103.6875,236.1
31.5208,-103.6458,233.2
31.5208,-103.6042,231.3
31.5208,-103.5625,231.5
31.5208,-103.5208,230.4
31.5208,-103.4792,232.6
31.5208,-103.4375,231.4
31.5208,-103.3958,231.6
31.5208,-103.3542,233.9
31.5208,-103.3125,235.7
31.5208,-103.2708,235.5
31.5208,-103.2292,235.8
31.5208,-103.1875,236.9
31.5208,-103.1458,240.0
31.5208,-103.1042,242.1
31.5208,-103.0625,244.0
31.5208,-103.0208,245.8
31.5208,-102.9792,250.7
31.5208,-102.9375,253.1
31.5208,-102.8958,257.0
31.5208,-102.8542,262.2
31.5208,-102.8125,264.8
31.5208,-102.7708,268.3
31.5208,-102.7292,268.5
31.5208,-102.6875,270.4
31.5208,-102.6458,272.8
31.5208,-102.6042,274.3
31.5208,-102.5625,279.6
31.5208,-102.5208,281.1
31.5208,-102.4792,283.0
31.5208,-102.4375,284.4
31.5208,-102.3958,292.9
31.5208,-102.3542,296.4
31.5208,-102.3125,300.4
31.5208,-102.2708,306.5
31.5208,-102.2292,310.5
31.5208,-102.1875,314.6
31.4792,-104.6042,304.0
31.4792,-104.5625,291.3
31.4792,-104.5208,281.0
31.4792,-104.4792,272.4
31.4792,-104.4375,265.4
31.4792,-104.3958,262.2
31.4792,-104.3542,261.7
31.4792,-104.3125,259.8
31.4792,-104.2708,257.5
31.4792,-104.2292,255.3
31.4792,-104.1875,254.2
31.4792,-104.1458,254.9
31.4792,-104.1042,252.8
31.4792,-104.0625,250.2
31.4792,-104.0208,248.5
31.4792,-103.9792,246.5
31.4792,-103.9375,244.8
31.4792,-103.8958,246.6
31.4792,-103.8542,246.3
31.4792,-103.8125,243.4
31.4792,-103.7708,241.2
31.4792,-103.7292,238.2
31.4792,-103.6875,237.5
31.4792,-103.6458,235.1
31.4792,-103.6042,236.2
31.4792,-103.5625,234.2
31.4792,-103.5208,235.1
31.4792,-103.4792,237.5
31.4792,-103.4375,234.9
31.4792,-103.3958,235.6
31.4792,-103.3542,236.5
31.4792,-103.3125,237.8
31.4792,-103.2708,238.8
31.4792,-103.2292,239.0
31.4792,-103.1875,240.0
31.4792,-103.1458,240.2
31.4792,-103.1042,241.4
31.4792,-103.0625,245.7
31.4792,-103.0208,246.9
31.4792,-102.9792,250.4
31.4792,-102.9375,256.1
31.4792,-102.8958,258.4
31.4792,-102.8542,260.0
31.4792,-102.8125,262.1
31.4792,-102.7708,265.7
31.4792,-102.7292,266.9
31.4792,-102.6875,267.5
31.4792,-102.6458,266.3
31.4792,-102.6042,268.2
31.4792,-102.5625,277.0
31.4792,-102.5208,278.6
31.4792,-102.4792,283.6
31.4792,-102.4375,287.2
31.4792,-102.3958,291.8
31.4792,-102.3542,295.4
31.4792,-102.3125,298.6
31.4792,-102.2708,302.7
31.4792,-102.2292,308.4
31.4792,-102.1875,315.0
31.4375,-104.5208,284.3
31.4375,-104.4792,274.3
31.4375,-104.4375,268.8
31.4375,-104.3958,266.8
31.4375,-104.3542,267.9
31.4375,-104.3125,267.2
31.4375,-104.2708,263.3
31.4375,-104.2292,259.4
31.4375,-104.1875,256.7
31.4375,-104.1458,253.2
31.4375,-104.1042,251.5
31.4375,-104.0625,250.4
31.4375,-104.0208,248.1
31.4375,-103.9792,246.9
31.4375,-103.9375,245.1
31.4375,-103.8958,245.4
31.4375,-103.8542,244.9
31.4375,-103.8125,243.0
31.4375,-103.7708,241.4
31.4375,-103.7292,240.3
31.4375,-103.6875,242.3
31.4375,-103.6458,238.7
31.4375,-103.6042,242.7
31.4375,-103.5625,239.9
31.4375,-103.5208,234.8
31.4375,-103.4792,238.8
31.4375,-103.4375,238.1
31.4375,-103.3958,236.0
31.4375,-103.3542,235.9
31.4375,-103.3125,237.4
31.4375,-103.2708,237.2
31.4375,-103.2292,239.9
31.4375,-103.1875,243.7
31.4375,-103.1458,243.3
31.4375,-103.1042,243.2
31.4375,-103.0625,246.6
31.4375,-103.0208,248.7
31.4375,-102.9792,251.1
31.4375,-102.9375,255.6
31.4375,-102.8958,255.0
31.4375,-102.8542,254.2
31.4375,-102.8125,257.8
31.4375,-102.7708,264.5
31.4375,-102.7292,264.1
31.4375,-102.6875,266.0
31.4375,-102.6458,267.7
31.4375,-102.6042,269.3
31.4375,-102.5625,275.5
31.4375,-102.5208,278.6
31.4375,-102.4792,281.5
31.4375,-102.4375,286.3
31.4375,-102.3958,290.9
31.4375,-102.3542,295.9
31.4375,-102.3125,299.4
31.4375,-102.2708,303.8
31.4375,-102.2292,308.9
31.4375,-102.1875,317.0
31.3958,-104.5208,279.9
31.3958,-104.4792,274.2
31.3958,-104.4375,273.1
31.3958,-104.3958,271.9
31.3958,-104.3542,275.8
31.3958,-104.3125,271.1
31.3958,-104.2708,266.5
31.3958,-104.2292,261.8
31.3958,-104.1875,255.8
31.3958,-104.1458,253.8
31.3958,-104.1042,252.6
31.3958,-104.0625,252.5
31.3958,-104.0208,251.7
31.3958,-103.9792,248.2
31.3958,-103.9375,246.5
31.3958,-103.8958,246.3
31.3958,-103.8542,244.5
31.3958,-103.8125,243.0
31.3958,-103.7708,240.7
31.3958,-103.7292,241.0
31.3958,-103.6875,242.4
31.3958,-103.6458,239.8
31.3958,-103.6042,241.8
31.3958,-103.5625,244.2
31.3958,-103.5208,242.2
31.3958,-103.4792,237.0
31.3958,-103.4375,237.4
31.3958,-103.3958,239.0
31.3958,-103.3542,237.9
31.3958,-103.3125,238.5
31.3958,-103.2708,239.2
31.3958,-103.2292,242.0
31.3958,-103.1875,245.4
31.3958,-103.1458,245.2
31.3958,-103.1042,245.7
31.3958,-103.0625,249.8
31.3958,-103.0208,251.8
31.3958,-102.9792,252.9
31.3958,-102.9375,253.7
31.3958,-102.8958,256.0
31.3958,-102.8542,258.1
31.3958,-102.8125,260.1
31.3958,-102.7708,261.3
31.3958,-102.7292,262.1
31.3958,-102.6875,262.5
31.3958,-102.6458,265.4
31.3958,-102.6042,269.5
31.3958,-102.5625,273.7
31.3958,-102.5208,276.2
31.3958,-102.4792,281.6
31.3958,-102.4375,285.9
31.3958,-102.3958,290.3
31.3958,-102.3542,296.8
31.3958,-102.3125,302.5
31.3958,-102.2708,305.3
31.3958,-102.2292,310.9
31.3958,-102.1875,317.3
31.3958,-102.1458,323.7
31.3958,-102.1042,327.2
31.3958,-102.0625,330.4
31.3958,-102.0208,334.7
31.3958,-101.9375,344.0
31.3542,-104.5208,278.4
31.3542,-104.4792,276.8
31.3542,-104.4375,276.5
31.3542,-104.3958,279.4
31.3542,-104.3542,276.4
31.3542,-104.3125,269.3
31.3542,-104.2708,262.9
31.3542,-104.2292,258.5
31.3542,-104.1875,255.2
31.3542,-104.1458,252.8
31.3542,-104.1042,250.6
31.3542,-104.0625,250.8
31.3542,-104.0208,249.8
31.3542,-103.9792,248.5
31.3542,-103.9375,248.1
31.3542,-103.8958,246.6
31.3542,-103.8542,245.6
31.3542,-103.8125,244.3
31.3542,-103.7708,243.0
31.3542,-103.7292,242.9
31.3542,-103.6875,244.1
31.3542,-103.6458,246.0
31.3542,-103.6042,247.7
31.3542,-103.5625,247.7
31.3542,-103.5208,245.0
31.3542,-103.4792,241.2
31.3542,-103.4375,241.1
31.3542,-103.3958,242.0
31.3542,-103.3542,242.7
31.3542,-103.3125,244.7
31.3542,-103.2708,244.2
31.3542,-103.2292,243.3
31.3542,-103.1875,243.8
31.3542,-103.1458,248.5
31.3542,-103.1042,251.0
31.3542,-103.0625,251.5
31.3542,-103.0208,252.1
31.3542,-102.9792,252.7
31.3542,-102.9375,254.1
31.3542,-102.8958,256.6
31.3542,-102.8542,258.1
31.3542,-102.8125,258.9
31.3542,-102.7708,259.0
31.3542,-102.7292,261.0
31.3542,-102.6875,261.4
31.3542,-102.6458,265.4
31.3542,-102.6042,269.5
31.3542,-102.5625,271.5
31.3542,-102.5208,276.5
31.3542,-102.4792,281.5
31.3542,-102.4375,286.2
31.3542,-102.3958,291.8
31.3542,-102.3542,298.9
31.3542,-102.3125,307.0
31.3542,-102.2708,311.6
31.3542,-102.2292,314.9
31.3542,-102.1875,319.7
31.3542,-102.1458,323.9
31.3542,-102.1042,328.4
31.3542,-102.0625,330.9
31.3542,-102.0208,334.0
31.3542,-101.9792,340.0
31.3542,-101.9375,345.3
31.3125,-104.5208,274.1
31.3125,-104.4792,271.1
31.3125,-104.4375,272.0
31.3125,-104.3958,273.1
31.3125,-104.3542,272.8
31.3125,-104.3125,266.7
31.3125,-104.2708,262.1
31.3125,-104.2292,257.6
31.3125,-104.1875,254.9
31.3125,-104.1458,253.6
31.3125,-104.1042,252.5
31.3125,-104.0625,252.6
31.3125,-104.0208,252.8
31.3125,-103.9792,251.5
31.3125,-103.9375,250.6
31.3125,-103.8958,250.0
31.3125,-103.8542,248.0
31.3125,-103.8125,246.9
31.3125,-103.7708,246.3
31.3125,-103.7292,244.4
31.3125,-103.6875,247.5
31.3125,-103.6458,250.2
31.3125,-103.6042,249.1
31.3125,-103.5625,247.4
31.3125,-103.5208,245.6
31.3125,-103.4792,243.6
31.3125,-103.4375,243.3
