lat,lon,aet_mm_yr
31.3125,-103.3958,244.4
31.3125,-103.3542,245.8
31.3125,-103.3125,248.6
31.3125,-103.2708,250.2
31.3125,-103.2292,248.8
31.3125,-103.1875,248.6
31.3125,-103.1458,250.4
31.3125,-103.1042,252.9
31.3125,-103.0625,254.9
31.3125,-103.0208,255.8
31.3125,-102.9792,257.2
31.3125,-102.9375,256.4
31.3125,-102.8958,253.4
31.3125,-102.8542,257.6
31.3125,-102.8125,260.7
31.3125,-102.7708,260.1
31.3125,-102.7292,258.8
31.3125,-102.6875,259.7
31.3125,-102.6458,264.3
31.3125,-102.6042,268.9
31.3125,-102.5625,270.1
31.3125,-102.5208,276.0
31.3125,-102.4792,281.6
31.3125,-102.4375,285.8
31.3125,-102.3958,292.8
31.3125,-102.3542,301.2
31.3125,-102.3125,310.7
31.3125,-102.2708,317.9
31.3125,-102.2292,319.0
31.3125,-102.1875,324.8
31.3125,-102.1458,326.8
31.3125,-102.1042,329.0
31.3125,-102.0625,330.8
31.3125,-102.0208,332.1
31.3125,-101.9792,339.9
31.3125,-101.9375,347.9
31.2708,-104.4792,273.1
31.2708,-104.4375,267.4
31.2708,-104.3958,268.2
31.2708,-104.3542,270.8
31.2708,-104.3125,266.1
31.2708,-104.2708,267.2
31.2708,-104.2292,263.4
31.2708,-104.1875,257.0
31.2708,-104.1458,255.6
31.2708,-104.1042,257.6
31.2708,-104.0625,257.7
31.2708,-104.0208,255.6
31.2708,-103.9792,254.1
31.2708,-103.9375,253.5
31.2708,-103.8958,251.8
31.2708,-103.8542,249.6
31.2708,-103.8125,248.8
31.2708,-103.7708,248.0
31.2708,-103.7292,247.1
31.2708,-103.6875,248.5
31.2708,-103.6458,249.9
31.2708,-103.6042,248.9
31.2708,-103.5625,249.8
31.2708,-103.5208,247.7
31.2708,-103.4792,245.4
31.2708,-103.4375,245.2
31.2708,-103.3958,245.7
31.2708,-103.3542,249.0
31.2708,-103.3125,253.0
31.2708,-103.2708,252.8
31.2708,-103.2292,251.5
31.2708,-103.1875,251.3
31.2708,-103.1458,251.2
31.2708,-103.1042,257.2
31.2708,-103.0625,257.6
31.2708,-103.0208,256.4
31.2708,-102.9792,257.5
31.2708,-102.9375,261.0
31.2708,-102.8958,256.6
31.2708,-102.8542,254.9
31.2708,-102.8125,257.3
31.2708,-102.7708,258.3
31.2708,-102.7292,256.4
31.2708,-102.6875,260.8
31.2708,-102.6458,264.5
31.2708,-102.6042,267.6
31.2708,-102.5625,273.7
31.2708,-102.5208,277.9
31.2708,-102.4792,282.3
31.2708,-102.4375,286.9
31.2708,-102.3958,292.4
31.2708,-102.3542,300.0
31.2708,-102.3125,306.3
31.2708,-102.2708,316.7
31.2708,-102.2292,326.4
31.2708,-102.1875,329.6
31.2708,-102.1458,328.0
31.2708,-102.1042,329.3
31.2708,-102.0625,331.2
31.2708,-102.0208,334.1
31.2708,-101.9792,342.4
31.2708,-101.9375,349.4
31.2708,-101.8958,354.7
31.2708,-101.8542,359.9
31.2292,-104.4792,289.0
31.2292,-104.4375,277.9
31.2292,-104.3958,267.4
31.2292,-104.3542,263.6
31.2292,-104.3125,261.7
31.2292,-104.2708,260.9
31.2292,-104.2292,258.8
31.2292,-104.1875,257.9
31.2292,-104.1458,261.1
31.2292,-104.1042,260.2
31.2292,-104.0625,260.5
31.2292,-104.0208,258.7
31.2292,-103.9792,258.4
31.2292,-103.9375,257.2
31.2292,-103.8958,255.2
31.2292,-103.8542,252.5
31.2292,-103.8125,252.0
31.2292,-103.7708,251.2
31.2292,-103.7292,249.4
31.2292,-103.6875,252.3
31.2292,-103.6458,252.6
31.2292,-103.6042,251.5
31.2292,-103.5625,251.3
31.2292,-103.5208,252.2
31.2292,-103.4792,247.9
31.2292,-103.4375,248.3
31.2292,-103.3958,248.3
31.2292,-103.3542,251.3
31.2292,-103.3125,255.7
31.2292,-103.2708,254.6
31.2292,-103.2292,254.0
31.2292,-103.1875,253.8
31.2292,-103.1458,254.4
31.2292,-103.1042,258.1
31.2292,-103.0625,259.0
31.2292,-103.0208,260.0
31.2292,-102.9792,262.6
31.2292,-102.9375,262.2
31.2292,-102.8958,258.7
31.2292,-102.8542,257.6
31.2292,-102.8125,259.4
31.2292,-102.7708,261.7
31.2292,-102.7292,259.9
31.2292,-102.6875,262.9
31.2292,-102.6458,266.4
31.2292,-102.6042,268.3
31.2292,-102.5625,273.7
31.2292,-102.5208,273.6
31.2292,-102.4792,276.9
31.2292,-102.4375,284.4
31.2292,-102.3958,292.5
31.2292,-102.3542,299.6
31.2292,-102.3125,306.2
31.2292,-102.2708,318.2
31.2292,-102.2292,333.0
31.2292,-102.1875,335.4
31.2292,-102.1458,332.8
31.2292,-102.1042,330.6
31.2292,-102.0625,333.9
31.2292,-102.0208,335.6
31.2292,-101.9792,340.7
31.2292,-101.9375,345.7
31.2292,-101.8958,353.1
31.2292,-101.8542,359.5
31.2292,-101.8125,366.6
31.1875,-104.3958,298.1
31.1875,-104.3542,290.1
31.1875,-104.3125,277.1
31.1875,-104.2708,267.3
31.1875,-104.2292,262.9
31.1875,-104.1875,264.9
31.1875,-104.1458,268.1
31.1875,-104.1042,269.0
31.1875,-104.0625,268.3
31.1875,-104.0208,266.1
31.1875,-103.9792,263.3
31.1875,-103.9375,260.4
31.1875,-103.8958,258.9
31.1875,-103.8542,257.2
31.1875,-103.8125,254.8
31.1875,-103.7708,253.3
31.1875,-103.7292,252.3
31.1875,-103.6875,252.3
31.1875,-103.6458,254.6
31.1875,-103.6042,253.3
31.1875,-103.5625,252.7
31.1875,-103.5208,254.1
31.1875,-103.4792,251.0
31.1875,-103.4375,252.0
31.1875,-103.3958,253.4
31.1875,-103.3542,254.3
31.1875,-103.3125,255.6
31.1875,-103.2708,255.4
31.1875,-103.2292,256.5
31.1875,-103.1875,256.2
31.1875,-103.1458,260.0
31.1875,-103.1042,262.6
31.1875,-103.0625,262.5
31.1875,-103.0208,264.9
31.1875,-102.9792,264.0
31.1875,-102.9375,260.0
31.1875,-102.8958,259.6
31.1875,-102.8542,261.3
31.1875,-102.8125,263.6
31.1875,-102.7708,263.8
31.1875,-102.7292,263.4
31.1875,-102.6875,263.3
31.1875,-102.6458,267.0
31.1875,-102.6042,268.1
31.1875,-102.5625,271.7
31.1875,-102.5208,277.1
31.1875,-102.4792,284.1
31.1875,-102.4375,288.7
31.1875,-102.3958,294.2
31.1875,-102.3542,299.2
31.1875,-102.3125,307.4
31.1875,-102.2708,317.1
31.1875,-102.2292,321.9
31.1875,-102.1875,329.2
31.1875,-102.1458,332.1
31.1875,-102.1042,332.4
31.1875,-102.0625,332.6
31.1875,-102.0208,336.7
31.1875,-101.9792,341.4
31.1875,-101.9375,345.8
31.1875,-101.8958,354.0
31.1875,-101.8542,362.0
31.1875,-101.8125,368.0
31.1875,-101.7708,376.3
31.1458,-104.3958,291.0
31.1458,-104.3542,289.6
31.1458,-104.3125,290.1
31.1458,-104.2708,281.8
31.1458,-104.2292,272.1
31.1458,-104.1875,269.9
31.1458,-104.1458,277.4
31.1458,-104.1042,277.8
31.1458,-104.0625,278.2
31.1458,-104.0208,274.4
31.1458,-103.9792,268.4
31.1458,-103.9375,264.7
31.1458,-103.8958,262.2
31.1458,-103.8542,260.1
31.1458,-103.8125,257.7
31.1458,-103.7708,256.4
31.1458,-103.7292,253.3
31.1458,-103.6875,256.3
31.1458,-103.6458,257.9
31.1458,-103.6042,257.3
31.1458,-103.5625,257.4
31.1458,-103.5208,257.9
31.1458,-103.4792,254.1
31.1458,-103.4375,256.2
31.1458,-103.3958,260.2
31.1458,-103.3542,259.3
31.1458,-103.3125,258.5
31.1458,-103.2708,257.7
31.1458,-103.2292,257.4
31.1458,-103.1875,257.6
31.1458,-103.1458,261.6
31.1458,-103.1042,265.5
31.1458,-103.0625,265.3
31.1458,-103.0208,266.1
31.1458,-102.9792,263.4
31.1458,-102.9375,261.2
31.1458,-102.8958,262.1
31.1458,-102.8542,266.6
31.1458,-102.8125,266.3
31.1458,-102.7708,262.4
31.1458,-102.7292,261.5
31.1458,-102.6875,265.5
31.1458,-102.6458,270.5
31.1458,-102.6042,273.9
31.1458,-102.5625,276.0
31.1458,-102.5208,279.3
31.1458,-102.4792,281.9
31.1458,-102.4375,287.1
31.1458,-102.3958,295.3
31.1458,-102.3542,301.4
31.1458,-102.3125,308.6
31.1458,-102.2708,313.1
31.1458,-102.2292,316.9
31.1458,-102.1875,322.1
31.1458,-102.1458,327.8
31.1458,-102.1042,330.7
31.1458,-102.0625,333.9
31.1458,-102.0208,335.6
31.1458,-101.9792,343.0
31.1458,-101.9375,351.4
31.1458,-101.8958,360.5
31.1458,-101.8542,366.1
31.1458,-101.8125,372.7
31.1458,-101.7708,373.8
31.1458,-101.7292,380.0
31.1458,-101.6875,389.4
31.1458,-101.6458,393.0
31.1042,-104.3958,278.5
31.1042,-104.3542,278.7
31.1042,-104.3125,276.4
31.1042,-104.2708,276.3
31.1042,-104.2292,276.5
31.1042,-104.1875,279.7
31.1042,-104.1458,282.0
31.1042,-104.1042,284.0
31.1042,-104.0625,285.3
31.1042,-104.0208,284.4
31.1042,-103.9792,277.7
31.1042,-103.9375,270.5
31.1042,-103.8958,267.3
31.1042,-103.8542,266.6
31.1042,-103.8125,266.9
31.1042,-103.7708,262.9
31.1042,-103.7292,259.0
31.1042,-103.6875,258.9
31.1042,-103.6458,259.8
31.1042,-103.6042,259.9
31.1042,-103.5625,260.9
31.1042,-103.5208,261.3
31.1042,-103.4792,259.6
31.1042,-103.4375,260.7
31.1042,-103.3958,260.4
31.1042,-103.3542,259.1
31.1042,-103.3125,258.7
31.1042,-103.2708,259.1
31.1042,-103.2292,258.4
31.1042,-103.1875,259.9
31.1042,-103.1458,262.0
31.1042,-103.1042,264.5
31.1042,-103.0625,266.5
31.1042,-103.0208,267.9
31.1042,-102.9792,264.6
31.1042,-102.9375,264.9
31.1042,-102.8958,268.3
31.1042,-102.8542,269.3
31.1042,-102.8125,268.7
31.1042,-102.7708,264.8
31.1042,-102.7292,267.5
31.1042,-102.6875,270.5
31.1042,-102.6458,273.0
31.1042,-102.6042,280.0
31.1042,-102.5625,282.0
31.1042,-102.5208,286.0
31.1042,-102.4792,286.6
31.1042,-102.4375,289.2
31.1042,-102.3958,296.9
31.1042,-102.3542,302.5
31.1042,-102.3125,308.1
31.1042,-102.2708,315.5
31.1042,-102.2292,316.7
31.1042,-102.1875,319.1
31.1042,-102.1458,331.7
31.1042,-102.1042,335.9
31.1042,-102.0625,333.5
31.1042,-102.0208,333.9
31.1042,-101.9792,345.1
31.1042,-101.9375,356.5
31.1042,-101.8958,360.9
31.1042,-101.8542,365.1
31.1042,-101.8125,371.6
31.1042,-101.7708,373.2
31.1042,-101.7292,379.3
31.1042,-101.6875,384.9
31.1042,-101.6458,392.6
31.1042,-101.6042,397.0
31.1042,-101.5208,402.5
31.1042,-101.4792,406.3
31.0625,-104.3542,281.2
31.0625,-104.3125,282.6
31.0625,-104.2708,282.2
31.0625,-104.2292,282.7
31.0625,-104.1875,283.4
31.0625,-104.1458,287.1
31.0625,-104.1042,294.0
31.0625,-104.0625,298.2
31.0625,-104.0208,289.3
31.0625,-103.9792,283.1
31.0625,-103.9375,275.1
31.0625,-103.8958,274.4
31.0625,-103.8542,272.4
31.0625,-103.8125,271.6
31.0625,-103.7708,267.7
31.0625,-103.7292,264.3
31.0625,-103.6875,263.0
31.0625,-103.6458,264.1
31.0625,-103.6042,264.1
31.0625,-103.5625,262.6
31.0625,-103.5208,261.9
31.0625,-103.4792,263.1
31.0625,-103.4375,264.7
31.0625,-103.3958,261.5
31.0625,-103.3542,261.4
31.0625,-103.3125,261.1
31.0625,-103.2708,262.8
31.0625,-103.2292,263.7
31.0625,-103.1875,264.2
31.0625,-103.1458,264.4
31.0625,-103.1042,265.9
31.0625,-103.0625,270.6
31.0625,-103.0208,271.4
31.0625,-102.9792,268.8
31.0625,-102.9375,270.6
31.0625,-102.8958,272.4
31.0625,-102.8542,273.2
31.0625,-102.8125,273.7
31.0625,-102.7708,269.5
31.0625,-102.7292,270.3
31.0625,-102.6875,275.8
31.0625,-102.6458,279.6
31.0625,-102.6042,283.9
31.0625,-102.5625,286.1
31.0625,-102.5208,288.5
31.0625,-102.4792,291.2
31.0625,-102.4375,294.9
31.0625,-102.3958,301.5
31.0625,-102.3542,304.8
31.0625,-102.3125,308.4
31.0625,-102.2708,315.2
31.0625,-102.2292,318.2
31.0625,-102.1875,320.4
31.0625,-102.1458,331.1
31.0625,-102.1042,338.5
31.0625,-102.0625,338.1
31.0625,-102.0208,333.8
31.0625,-101.9792,342.6
31.0625,-101.9375,355.4
31.0625,-101.8958,362.6
31.0625,-101.8542,364.9
31.0625,-101.8125,368.1
31.0625,-101.7708,372.2
31.0625,-101.7292,376.7
31.0625,-101.6875,382.7
31.0625,-101.6458,391.7
31.0625,-101.6042,394.2
31.0625,-101.5625,397.6
31.0625,-101.5208,401.0
31.0625,-101.4792,403.2
31.0625,-101.4375,406.1
31.0625,-101.3958,412.5
31.0625,-101.3542,416.2
31.0208,-104.3542,284.5
31.0208,-104.3125,285.8
31.0208,-104.2708,286.8
31.0208,-104.2292,285.5
31.0208,-104.1875,287.4
31.0208,-104.1458,293.5
31.0208,-104.1042,312.3
31.0208,-104.0625,330.7
31.0208,-104.0208,299.3
31.0208,-103.9792,289.1
31.0208,-103.9375,282.6
31.0208,-103.8958,278.8
31.0208,-103.8542,277.2
31.0208,-103.8125,275.6
31.0208,-103.7708,272.0
31.0208,-103.7292,270.5
31.0208,-103.6875,270.1
31.0208,-103.6458,267.6
31.0208,-103.6042,265.9
31.0208,-103.5625,264.7
31.0208,-103.5208,264.9
31.0208,-103.4792,267.7
31.0208,-103.4375,268.0
31.0208,-103.3958,263.9
31.0208,-103.3542,265.1
31.0208,-103.3125,266.6
31.0208,-103.2708,266.7
31.0208,-103.2292,267.0
31.0208,-103.1875,267.9
31.0208,-103.1458,270.0
31.0208,-103.1042,272.7
31.0208,-103.0625,273.2
31.0208,-103.0208,273.9
31.0208,-102.9792,272.7
31.0208,-102.9375,275.6
31.0208,-102.8958,276.0
31.0208,-102.8542,278.8
31.0208,-102.8125,278.3
31.0208,-102.7708,276.0
31.0208,-102.7292,277.4
31.0208,-102.6875,280.5
31.0208,-102.6458,283.0
31.0208,-102.6042,286.2
31.0208,-102.5625,290.1
31.0208,-102.5208,293.5
31.0208,-102.4792,298.0
31.0208,-102.4375,303.5
31.0208,-102.3958,307.5
31.0208,-102.3542,311.3
31.0208,-102.3125,313.4
31.0208,-102.2708,315.6
31.0208,-102.2292,318.3
31.0208,-102.1875,321.7
31.0208,-102.1458,326.9
31.0208,-102.1042,331.7
31.0208,-102.0625,334.0
31.0208,-102.0208,334.8
31.0208,-101.9792,344.2
31.0208,-101.9375,354.0
31.0208,-101.8958,363.6
31.0208,-101.8542,365.4
31.0208,-101.8125,368.6
31.0208,-101.7708,373.4
31.0208,-101.7292,374.8
31.0208,-101.6875,378.5
31.0208,-101.6458,387.5
31.0208,-101.6042,393.1
31.0208,-101.5625,395.4
31.0208,-101.5208,399.0
31.0208,-101.4792,401.5
31.0208,-101.4375,406.1
31.0208,-101.3958,411.8
31.0208,-101.3542,414.3
31.0208,-101.3125,418.0
31.0208,-101.2708,422.2
30.9792,-104.2708,303.6
30.9792,-104.2292,305.3
30.9792,-104.1875,296.9
30.9792,-104.1458,306.7
30.9792,-104.1042,332.9
30.9792,-104.0625,346.6
30.9792,-104.0208,303.8
30.9792,-103.9792,292.1
30.9792,-103.9375,287.2
30.9792,-103.8958,284.2
30.9792,-103.8542,281.2
30.9792,-103.8125,279.0
30.9792,-103.7708,276.1
30.9792,-103.7292,273.3
30.9792,-103.6875,271.8
30.9792,-103.6458,268.8
30.9792,-103.6042,266.3
30.9792,-103.5625,266.0
30.9792,-103.5208,270.0
30.9792,-103.4792,273.5
30.9792,-103.4375,273.8
30.9792,-103.3958,269.3
30.9792,-103.3542,270.3
30.9792,-103.3125,270.2
30.9792,-103.2708,270.8
30.9792,-103.2292,272.5
30.9792,-103.1875,274.4
30.9792,-103.1458,277.2
30.9792,-103.1042,278.7
30.9792,-103.0625,277.0
30.9792,-103.0208,276.6
30.9792,-102.9792,278.2
30.9792,-102.9375,280.0
30.9792,-102.8958,281.4
30.9792,-102.8542,281.3
30.9792,-102.8125,280.4
30.9792,-102.7708,281.6
30.9792,-102.7292,283.1
30.9792,-102.6875,286.3
30.9792,-102.6458,289.1
30.9792,-102.6042,292.2
30.9792,-102.5625,296.6
30.9792,-102.5208,299.0
30.9792,-102.4792,304.2
30.9792,-102.4375,309.4
30.9792,-102.3958,314.4
30.9792,-102.3542,317.7
30.9792,-102.3125,317.0
30.9792,-102.2708,318.0
30.9792,-102.2292,321.9
30.9792,-102.1875,325.6
30.9792,-102.1458,324.6
30.9792,-102.1042,325.8
30.9792,-102.0625,331.1
30.9792,-102.0208,334.8
30.9792,-101.9792,339.2
30.9792,-101.9375,344.9
30.9792,-101.8958,354.4
30.9792,-101.8542,361.9
30.9792,-101.8125,366.9
30.9792,-101.7708,368.5
30.9792,-101.7292,372.5
30.9792,-101.6875,375.5
30.9792,-101.6458,384.7
30.9792,-101.6042,390.1
30.9792,-101.5625,391.3
30.9792,-101.5208,396.0
30.9792,-101.4792,398.3
30.9792,-101.4375,402.7
30.9792,-101.3958,408.3
30.9792,-101.3542,411.0
30.9792,-101.3125,413.6
30.9375,-104.3125,313.3
30.9375,-104.2708,315.6
30.9375,-104.2292,329.6
30.9375,-104.1875,313.7
30.9375,-104.1458,322.3
30.9375,-104.1042,355.9
30.9375,-104.0625,335.0
30.9375,-104.0208,309.3
30.9375,-103.9792,297.8
30.9375,-103.9375,291.7
30.9375,-103.8958,288.5
30.9375,-103.8542,283.5
30.9375,-103.8125,280.4
30.9375,-103.7708,279.9
30.9375,-103.7292,279.6
30.9375,-103.6875,277.3
30.9375,-103.6458,270.0
30.9375,-103.6042,267.4
30.9375,-103.5625,269.0
30.9375,-103.5208,273.2
30.9375,-103.4792,277.0
30.9375,-103.4375,278.7
30.9375,-103.3958,277.5
30.9375,-103.3542,274.5
30.9375,-103.3125,274.2
30.9375,-103.2708,277.0
30.9375,-103.2292,279.6
30.9375,-103.1875,279.9
30.9375,-103.1458,279.8
30.9375,-103.1042,281.1
30.9375,-103.0625,279.8
30.9375,-103.0208,282.0
30.9375,-102.9792,282.4
30.9375,-102.9375,284.3
30.9375,-102.8958,285.3
30.9375,-102.8542,283.4
30.9375,-102.8125,283.6
30.9375,-102.7708,288.9
30.9375,-102.7292,286.9
30.9375,-102.6875,292.0
30.9375,-102.6458,298.7
30.9375,-102.6042,298.8
30.9375,-102.5625,304.3
30.9375,-102.5208,307.8
30.9375,-102.4792,312.2
30.9375,-102.4375,314.3
30.9375,-102.3958,315.8
30.9375,-102.3542,317.9
30.9375,-102.3125,320.0
30.9375,-102.2708,322.8
30.9375,-102.2292,331.5
30.9375,-102.1875,339.5
30.9375,-102.1458,338.4
30.9375,-102.1042,335.9
30.9375,-102.0625,336.4
30.9375,-102.0208,337.5
30.9375,-101.9792,340.7
30.9375,-101.9375,340.9
30.9375,-101.8958,342.6
30.9375,-101.8542,352.1
30.9375,-101.8125,361.0
30.9375,-101.7708,365.9
30.9375,-101.7292,367.9
30.9375,-101.6875,369.7
30.9375,-101.6458,380.2
30.9375,-101.6042,384.7
30.9375,-101.5625,388.3
30.9375,-101.5208,389.9
30.9375,-101.4792,393.4
30.9375,-101.4375,398.5
30.9375,-101.3958,402.7
30.9375,-101.3542,406.6
30.9375,-101.3125,411.2
30.8958,-104.3125,318.4
30.8958,-104.2708,319.6
30.8958,-104.2292,328.4
30.8958,-104.1875,334.9
30.8958,-104.1458,328.6
30.8958,-104.1042,343.2
30.8958,-104.0625,351.7
30.8958,-104.0208,321.0
30.8958,-103.9792,317.9
30.8958,-103.9375,295.3
30.8958,-103.8958,289.4
30.8958,-103.8542,285.1
30.8958,-103.8125,285.4
30.8958,-103.7708,292.0
30.8958,-103.7292,291.6
30.8958,-103.6875,285.6
30.8958,-103.6458,281.0
30.8958,-103.6042,277.3
30.8958,-103.5625,276.8
30.8958,-103.5208,277.0
30.8958,-103.4792,279.5
30.8958,-103.4375,282.3
30.8958,-103.3958,283.5
30.8958,-103.3542,280.9
30.8958,-103.3125,279.9
30.8958,-103.2708,280.4
30.8958,-103.2292,280.2
30.8958,-103.1875,278.8
30.8958,-103.1458,281.1
30.8958,-103.1042,281.5
30.8958,-103.0625,284.0
30.8958,-103.0208,286.0
30.8958,-102.9792,285.5
30.8958,-102.9375,288.5
30.8958,-102.8958,289.1
30.8958,-102.8542,287.6
30.8958,-102.8125,287.4
30.8958,-102.7708,289.5
30.8958,-102.7292,289.5
30.8958,-102.6875,294.4
30.8958,-102.6458,298.7
30.8958,-102.6042,303.8
30.8958,-102.5625,307.9
30.8958,-102.5208,312.0
30.8958,-102.4792,314.1
30.8958,-102.4375,312.8
30.8958,-102.3958,314.9
30.8958,-102.3542,320.1
30.8958,-102.3125,324.5
30.8958,-102.2708,325.5
30.8958,-102.2292,330.9
30.8958,-102.1875,338.9
30.8958,-102.1458,340.1
30.8958,-102.1042,342.0
30.8958,-102.0625,340.4
30.8958,-102.0208,340.3
30.8958,-101.9792,344.6
30.8958,-101.9375,345.4
30.8958,-101.8958,340.8
30.8958,-101.8542,344.6
30.8958,-101.8125,359.6
30.8958,-101.7708,366.8
30.8958,-101.7292,367.4
30.8958,-101.6875,365.6
30.8958,-101.6458,375.6
30.8958,-101.6042,379.4
30.8958,-101.5625,382.8
30.8958,-101.5208,386.7
30.8958,-101.4792,389.4
30.8958,-101.4375,394.0
30.8958,-101.3958,398.7
30.8958,-101.3542,405.4
30.8542,-104.2292,326.8
30.8542,-104.1875,330.4
30.8542,-104.1458,334.9
30.8542,-104.1042,346.4
30.8542,-104.0625,334.4
30.8542,-104.0208,352.0
30.8542,-103.9792,337.7
30.8542,-103.9375,331.6
30.8542,-103.8958,301.6
30.8542,-103.8542,292.6
30.8542,-103.8125,294.1
30.8542,-103.7708,309.5
30.8542,-103.7292,325.4
30.8542,-103.6875,306.2
30.8542,-103.6458,296.6
30.8542,-103.6042,289.0
30.8542,-103.5625,291.6
30.8542,-103.5208,295.3
30.8542,-103.4792,290.1
30.8542,-103.4375,286.9
30.8542,-103.3958,286.8
30.8542,-103.3542,285.0
30.8542,-103.3125,285.0
30.8542,-103.2708,284.2
30.8542,-103.2292,283.4
30.8542,-103.1875,281.0
30.8542,-103.1458,282.1
30.8542,-103.1042,285.2
30.8542,-103.0625,288.3
30.8542,-103.0208,287.6
30.8542,-102.9792,288.5
30.8542,-102.9375,289.0
30.8542,-102.8958,289.6
30.8542,-102.8542,291.9
30.8542,-102.8125,295.8
30.8542,-102.7708,292.1
30.8542,-102.7292,293.3
30.8542,-102.6875,295.9
30.8542,-102.6458,298.8
30.8542,-102.6042,302.1
30.8542,-102.5625,304.2
30.8542,-102.5208,305.7
30.8542,-102.4792,308.4
30.8542,-102.4375,311.7
30.8542,-102.3958,317.2
30.8542,-102.3542,322.8
30.8542,-102.3125,326.3
30.8542,-102.2708,331.1
30.8542,-102.2292,334.0
30.8542,-102.1875,337.0
30.8542,-102.1458,338.9
30.8542,-102.1042,338.4
30.8542,-102.0625,340.0
30.8542,-102.0208,343.3
30.8542,-101.9792,347.1
30.8542,-101.9375,351.3
30.8542,-101.8958,344.4
30.8542,-101.8542,340.3
30.8542,-101.8125,352.6
30.8542,-101.7708,358.8
30.8542,-101.7292,361.7
30.8542,-101.6875,360.0
30.8542,-101.6458,370.7
30.8542,-101.6042,376.1
30.8542,-101.5625,377.9
30.8542,-101.5208,380.3
30.8542,-101.4792,385.7
30.8542,-101.4375,393.5
30.8542,-101.3958,398.0
30.8542,-101.3542,402.9
30.8125,-104.1875,331.5
30.8125,-104.1458,339.4
30.8125,-104.1042,351.1
30.8125,-104.0625,347.9
30.8125,-104.0208,354.6
30.8125,-103.9792,362.3
30.8125,-103.9375,342.4
30.8125,-103.8958,314.0
30.8125,-103.8542,306.3
30.8125,-103.8125,308.6
30.8125,-103.7708,314.1
30.8125,-103.7292,323.3
30.8125,-103.6875,327.1
30.8125,-103.6458,328.2
30.8125,-103.6042,311.4
30.8125,-103.5625,311.0
30.8125,-103.5208,315.4
30.8125,-103.4792,297.5
30.8125,-103.4375,291.2
30.8125,-103.3958,291.6
30.8125,-103.3542,290.6
30.8125,-103.3125,289.5
30.8125,-103.2708,284.7
30.8125,-103.2292,283.6
30.8125,-103.1875,284.3
30.8125,-103.1458,287.3
30.8125,-103.1042,292.2
30.8125,-103.0625,290.7
30.8125,-103.0208,289.5
30.8125,-102.9792,292.3
30.8125,-102.9375,292.8
30.8125,-102.8958,292.2
30.8125,-102.8542,292.7
30.8125,-102.8125,294.8
30.8125,-102.7708,292.5
30.8125,-102.7292,292.1
30.8125,-102.6875,296.4
30.8125,-102.6458,301.1
30.8125,-102.6042,302.9
30.8125,-102.5625,307.2
30.8125,-102.5208,312.8
30.8125,-102.4792,313.2
30.8125,-102.4375,316.2
30.8125,-102.3958,325.3
30.8125,-102.3542,328.3
30.8125,-102.3125,331.9
30.8125,-102.2708,336.4
30.8125,-102.2292,334.0
30.8125,-102.1875,334.9
30.8125,-102.1458,339.1
30.8125,-102.1042,342.9
30.8125,-102.0625,341.3
30.8125,-102.0208,336.9
30.8125,-101.9792,339.8
30.8125,-101.9375,348.5
30.8125,-101.8958,344.6
30.8125,-101.8542,338.5
30.8125,-101.8125,344.3
30.8125,-101.7708,351.2
30.8125,-101.7292,355.9
30.8125,-101.6875,356.5
30.8125,-101.6458,364.4
30.8125,-101.6042,368.6
30.8125,-101.5625,376.3
30.8125,-101.5208,378.2
30.8125,-101.4792,381.9
30.8125,-101.4375,389.5
30.8125,-101.3958,394.0
30.8125,-101.3542,398.1
30.7708,-104.1875,340.6
30.7708,-104.1458,357.4
30.7708,-104.1042,358.8
30.7708,-104.0625,362.2
30.7708,-104.0208,369.7
30.7708,-103.9792,373.5
30.7708,-103.9375,370.3
30.7708,-103.8958,337.3
30.7708,-103.8542,327.3
30.7708,-103.8125,350.5
30.7708,-103.7708,331.4
30.7708,-103.7292,316.6
30.7708,-103.6875,312.0
30.7708,-103.6458,315.8
30.7708,-103.6042,314.2
30.7708,-103.5625,305.4
30.7708,-103.5208,301.4
30.7708,-103.4792,296.1
30.7708,-103.4375,296.1
30.7708,-103.3958,295.5
30.7708,-103.3542,292.5
30.7708,-103.3125,288.1
30.7708,-103.2708,286.6
30.7708,-103.2292,288.6
30.7708,-103.1875,291.8
30.7708,-103.1458,295.3
30.7708,-103.1042,295.3
30.7708,-103.0625,295.3
30.7708,-103.0208,295.8
30.7708,-102.9792,299.7
30.7708,-102.9375,298.6
30.7708,-102.8958,296.1
30.7708,-102.8542,294.5
30.7708,-102.8125,293.2
30.7708,-102.7708,291.9
30.7708,-102.7292,291.9
30.7708,-102.6875,296.4
30.7708,-102.6458,304.1
30.7708,-102.6042,305.6
30.7708,-102.5625,312.0
30.7708,-102.5208,320.2
30.7708,-102.4792,323.3
30.7708,-102.4375,323.8
30.7708,-102.3958,328.3
30.7708,-102.3542,331.5
30.7708,-102.3125,333.4
30.7708,-102.2708,335.9
30.7708,-102.2292,335.7
30.7708,-102.1875,337.0
30.7708,-102.1458,340.8
30.7708,-102.1042,340.7
30.7708,-102.0625,340.6
30.7708,-102.0208,340.5
30.7708,-101.9792,335.0
30.7708,-101.9375,333.5
30.7708,-101.8958,334.8
30.7708,-101.8542,332.6
30.7708,-101.8125,336.4
30.7708,-101.7708,352.6
30.7708,-101.7292,354.1
30.7708,-101.6875,351.6
30.7708,-101.6458,359.0
