id,desc,source,lat,lon,type_cd,n_samples,n_tds,n_cond,n_ion_samples,n_iso_samples,tds_min,tds_max,tds_mean,date_oldest,date_newest
332456104284001,10S.24E.26.14 EARICKSON,NWIS_NM,33.41,-104.48,GW,1,2,1,1,0,3620.0,3850.0,3735.0,1940-07-24,1940-07-24
332457104253801,10S.25E.29.134 L LUDLOW,NWIS_NM,33.41,-104.42,GW,1,2,1,1,0,7080.0,7400.0,7240.0,1940-07-24,1940-07-24
332522104260501,10S.25E.30.11113 MURRELL,NWIS_NM,33.42,-104.43,GW,1,2,1,1,0,5840.0,6010.0,5925.0,1940-07-24,1940-07-24
332522104294101,10S.24E.27.12121 LMCFADDEN,NWIS_NM,33.42,-104.49,GW,1,2,1,1,0,2110.0,2324.0,2217.0,1940-07-24,1940-07-24
332548104285401,10S.24E.23.32114 URTN BRS,NWIS_NM,33.43,-104.48,GW,1,2,1,1,0,3740.0,3830.0,3785.0,1940-07-24,1940-07-24
332549104262301,10S.25E.19.413,NWIS_NM,33.42,-104.44,GW,1,2,1,1,0,6920.0,7160.0,7040.0,1940-07-29,1940-07-29
332603104284001,10S.24E.23.124 KILSWRTH,NWIS_NM,33.43,-104.47,GW,6,2,6,6,0,2710.0,2756.0,2733.0,1940-03-25,1961-03-02
332616104060602,10S.28E.21.111Windmill WL,NWIS_NM,33.43,-104.1,GW,1,2,1,1,0,1845.0,2004.0,1924.5,1940-08-22,1940-08-22
332639104311301,10S.24E.16.313 ARMSTRNG,NWIS_NM,33.44,-104.52,GW,8,6,8,8,0,1460.0,1634.0,1550.2,1940-03-25,1962-03-07
332642104311301,10S.24E.16.133 ARMSTRNG,NWIS_NM,33.44,-104.52,GW,1,2,1,1,0,1670.0,1848.0,1759.0,1940-07-24,1940-07-24
332707104252301,10S.25E.17.122 HARNER,NWIS_NM,33.45,-104.42,GW,3,2,3,3,0,2320.0,2494.0,2407.0,1940-07-28,1964-08-14
332708104301101,10S.24E.15.111A,NWIS_NM,33.45,-104.5,GW,1,2,1,1,0,2750.0,2990.0,2870.0,1940-07-24,1940-07-24
332839104262401,10S.25E.06.142 HEINHOLD,NWIS_NM,33.47,-104.44,GW,5,2,5,5,0,1360.0,1438.0,1399.0,1940-07-24,1960-08-26
332857103554301,09S.29E.36. J BEADLE WL,NWIS_NM,33.48,-103.92,GW,1,0,1,1,0,,,,1940-03-11,1940-03-11
332857103564501,09S.29E.35. Winsor Well,NWIS_NM,33.48,-103.94,GW,1,1,1,1,0,14040.0,14040.0,14040.0,1940-07-15,1940-07-15
333132103574701,09S.29E.22. BOZART Well,NWIS_NM,33.52,-103.96,GW,1,1,1,1,0,6340.0,6340.0,6340.0,1940-07-15,1940-07-15
333133103574801,09S.29E.22. JESS BEADLE,NWIS_NM,33.52,-103.96,GW,1,2,1,1,0,36100.0,38400.0,37250.0,1940-06-19,1940-06-19
333409104025701,08S.28E.35. W O'BRIEN,NWIS_NM,33.56,-104.04,GW,1,2,1,1,0,3450.0,3770.0,3610.0,1940-08-22,1940-08-22
333411104310501,08S.24E.33 BUCKS Well,NWIS_NM,33.56,-104.51,GW,2,3,2,2,0,2020.0,2240.0,2110.0,1940-06-11,1947-07-26
333554104202801,08S.26E.30.11 GYP SP DR,NWIS_NM,33.59,-104.34,SP,1,2,1,1,0,3250.0,3600.0,3425.0,1940-06-05,1940-06-05
333555104193501,08S.26E.20.333 SMITH,NWIS_NM,33.59,-104.32,GW,1,1,1,1,0,2880.0,2880.0,2880.0,1940-06-05,1940-06-05
333900104254301,08S.25E.05.311 STEWART,NWIS_NM,33.65,-104.43,GW,2,3,2,2,0,4750.0,5690.0,5263.3,1940-01-31,1940-11-19
334125104232001,07S.25E.22.323 TAYLOR,NWIS_NM,33.69,-104.39,GW,1,2,1,1,0,2670.0,2886.0,2778.0,1940-01-31,1940-01-31
334253104373801,07S.23E.08. F MCKNIGHT,NWIS_NM,33.71,-104.62,GW,1,2,1,1,0,738.0,772.0,755.0,1940-09-12,1940-09-12
334323104213201,07S.25E.12.133 P SAVAGE,NWIS_NM,33.72,-104.36,GW,1,2,1,1,0,2970.0,3270.0,3120.0,1940-01-31,1940-01-31
334416104193101,07S.26E.06.42 E.B.DAVIS,NWIS_NM,33.73,-104.33,GW,1,1,1,1,0,3576.0,3576.0,3576.0,1940-01-31,1940-01-31
334417104183301,07S.26E.04.133 HUGHES WL,NWIS_NM,33.73,-104.3,GW,1,2,1,1,0,1298.0,1364.0,1331.0,1939-12-18,1939-12-18
334530104173301,06S.26E.28.,NWIS_NM,33.75,-104.29,GW,1,2,1,1,0,2680.0,2888.0,2784.0,1939-12-18,1939-12-18
334703104213201,06S.25E.13.,NWIS_NM,33.78,-104.35,GW,1,2,1,1,0,2820.0,3070.0,2945.0,1940-01-31,1940-01-31
335345104153401,05S.25E.01. BLY Well,NWIS_NM,33.89,-104.25,GW,1,2,1,1,0,5560.0,6100.0,5830.0,1940-01-31,1940-01-31
335711104194201,04S.25E.17.0,NWIS_NM,33.95,-104.32,GW,1,2,1,1,0,2425.0,2644.0,2534.5,1940-01-31,1940-01-31
335940104282701,04S.23E.01. T.A.SACRA WL,NWIS_NM,33.99,-104.47,GW,1,2,1,1,0,2970.0,3259.0,3114.5,1940-01-31,1940-01-31
335944104273701,03S.24E.31.43 Walt Box,NWIS_NM,33.99,-104.46,GW,1,1,1,1,0,2492.0,2492.0,2492.0,1940-01-31,1940-01-31
340104104190901,03S.25E.28.14 15FTWNDML,NWIS_NM,34.01,-104.31,GW,1,1,1,1,0,2956.0,2956.0,2956.0,1940-01-31,1940-01-31
340414104260501,03S.24E.05.42200,NWIS_NM,34.07,-104.43,GW,1,2,1,1,0,3469.0,3470.0,3469.5,1939-12-14,1939-12-14
340414104271501,03S.24E.06.11421,NWIS_NM,34.07,-104.45,GW,1,2,1,1,0,3280.0,3572.0,3426.0,1939-12-14,1939-12-14
340502104193801,02S.25E.33.4,NWIS_NM,34.08,-104.32,SP,1,0,1,1,0,,,,1939-12-14,1939-12-14
340552104193601,02S.25E.33.111 Salt Spring,NWIS_NM,34.09,-104.32,SP,2,3,2,2,0,13500.0,13700.0,13600.0,1939-12-14,1940-10-19
340726104260301,02S.24E.28.133 Lovelady Spring,NWIS_NM,34.12,-104.43,SP,1,1,1,1,0,3044.0,3044.0,3044.0,1939-12-15,1939-12-15
340730104535501,02S.19E.24.200,NWIS_NM,34.12,-104.89,GW,1,1,1,1,0,2870.0,2870.0,2870.0,1940-07-30,1940-07-30
340740104213801,02S.25E.18.343 Blanco 2 Spring,NWIS_NM,34.12,-104.36,SP,1,1,1,1,0,3116.0,3116.0,3116.0,1939-12-12,1939-12-12
340743104260201,02S.24E.21.12341 Tom Deck We,NWIS_NM,34.12,-104.43,GW,2,3,2,2,0,2530.0,2790.0,2638.7,1939-12-15,1940-10-19
340815104222201,02S.24E.13.231 Blanco Spring,NWIS_NM,34.13,-104.37,SP,1,1,1,1,0,3508.0,3508.0,3508.0,1939-12-12,1939-12-12
340915105002001,02S.18E.12.000,NWIS_NM,34.15,-105.0,GW,1,1,1,1,0,2630.0,2630.0,2630.0,1940-07-30,1940-07-30
340944104183701,02S.25E.03.312 Shaw Spring,NWIS_NM,34.16,-104.31,SP,1,1,1,1,0,3220.0,3220.0,3220.0,1939-12-12,1939-12-12
341100104572101,01S.19E.33.320,NWIS_NM,34.18,-104.95,GW,1,2,1,1,0,2560.0,2890.0,2725.0,1940-07-30,1940-07-30
341115104294401,01S.23E.26.344 Windmill,NWIS_NM,34.18,-104.49,GW,1,0,1,1,0,,,,1939-12-09,1939-12-09
341212104261301,01S.24E.20.442 Mum Spring,NWIS_NM,34.2,-104.43,SP,1,1,1,1,0,3348.0,3348.0,3348.0,1939-12-11,1939-12-11
341257104225001,01S.24E.13.South Baily,NWIS_NM,34.21,-104.38,GW,2,1,2,2,0,4410.0,4410.0,4410.0,1939-12-15,1940-06-11
341336104254101,01S.24E.16.123 Walker,NWIS_NM,34.22,-104.42,GW,1,1,1,1,0,3936.0,3936.0,3936.0,1939-12-15,1939-12-15
341443104280901,01S.23E.12.22133,NWIS_NM,34.24,-104.46,GW,1,2,1,1,0,3020.0,3288.0,3154.0,1939-12-11,1939-12-11
341454104290801,01S.23E.01.313 Conejos Spring,NWIS_NM,34.24,-104.48,SP,1,1,1,1,0,558.0,558.0,558.0,1939-12-11,1939-12-11
341815104143101,01N.26E.18.13113,NWIS_NM,34.3,-104.24,GW,1,1,1,1,0,586.0,586.0,586.0,1940-06-11,1940-06-11
341841104143001,01N.26E.17.13400 Windmill,NWIS_NM,34.31,-104.24,GW,1,0,1,1,0,,,,1939-12-15,1939-12-15
342106104102301,02N.26E.36.313,NWIS_NM,34.35,-104.17,SP,2,3,2,2,0,1690.0,1980.0,1823.3,1940-06-10,1941-04-01
342339104114501,02N.26E.23.241123,NWIS_NM,34.39,-104.19,GW,3,4,3,3,0,2429.0,2550.0,2504.8,1940-02-27,1944-02-01
342412104115001,02N.26E.15.214,NWIS_NM,34.4,-104.19,SP,2,1,2,2,0,3910.0,3910.0,3910.0,1939-12-15,1940-02-26
342522104114601,02N.26E.10.431333,NWIS_NM,34.42,-104.19,GW,2,2,2,2,0,2126.0,2218.0,2172.0,1940-02-27,1940-06-10
342525104493101,02N.20E.10.22 Perez Ranch,NWIS_NM,34.42,-104.82,GW,1,2,1,1,0,4660.0,4830.0,4745.0,1940-07-30,1940-07-30
342613104124801,02N.26E.03. Windmill,NWIS_NM,34.43,-104.21,GW,1,2,1,1,0,2510.0,2720.0,2615.0,1940-02-27,1940-02-27
342740104400801,03N.22E.32.4444 Windmill,NWIS_NM,34.46,-104.66,GW,1,2,1,1,0,1709.0,1944.0,1826.5,1940-07-30,1940-07-30
342800104074001,03N.27E.32.211121,NWIS_NM,34.46,-104.12,GW,1,2,1,1,0,413.0,426.0,419.5,1940-06-11,1940-06-11
342832104355501,03N.22E.24.3 2 miles northeast Yeso,NWIS_NM,34.47,-104.59,GW,1,2,1,1,0,2473.0,2780.0,2626.5,1940-07-29,1940-07-29
342849104135501,03N.26E.20.,NWIS_NM,34.48,-104.23,GW,1,2,1,1,0,1806.0,1860.0,1833.0,1940-02-27,1940-02-27
342940104135401,03N.26E.21.43323,NWIS_NM,34.49,-104.23,GW,1,2,1,1,0,1790.0,1904.0,1847.0,1940-02-27,1940-02-27
342942104194101,03N.25E.16.43STEELRanch,NWIS_NM,34.49,-104.32,GW,1,2,1,1,0,682.0,782.0,732.0,1940-07-26,1940-07-26
343203104222701,04N.24E.36.211 Sand Spring,NWIS_NM,34.53,-104.37,SP,2,2,2,2,0,457.0,500.0,478.5,1940-02-27,1965-07-19
343315104145301,04N.26E.29.33343 STOCKWL,NWIS_NM,34.55,-104.24,GW,1,2,1,1,0,558.0,576.0,567.0,1940-08-20,1940-08-20
343704104224801,04N.24E.01.123121 BUR REC,NWIS_NM,34.61,-104.38,GW,1,0,1,1,0,,,,1940-01-26,1940-01-26
343704104231801,04N.24E.01.1 CCC Well,NWIS_NM,34.61,-104.38,GW,1,2,1,1,0,1069.0,1070.0,1069.5,1939-10-24,1939-10-24
343704104231901,04N.24E.02.2 near CCC,NWIS_NM,34.61,-104.38,SP,1,2,1,1,0,931.0,932.0,931.5,1939-10-24,1939-10-24
343717104235701,05N.24E.34.33 Seep in tunnel,NWIS_NM,34.62,-104.39,SP,1,2,1,1,0,1091.0,1095.0,1093.0,1939-10-24,1939-10-24
345505104403501,08N.21E.14.243,NWIS_NM,34.91,-104.67,SP,2,1,2,2,0,2790.0,2790.0,2790.0,1940-06-11,1960-07-25
345532104413001,08N.21E.10.444,NWIS_NM,34.92,-104.69,SP,1,1,1,1,0,2630.0,2630.0,2630.0,1940-06-11,1940-06-11
345545104403401,08N.21E.11.424,NWIS_NM,34.92,-104.67,SP,1,1,1,1,0,3180.0,3180.0,3180.0,1940-06-11,1940-06-11
345548104395501,08N.21E.12.320 Twin Lake,NWIS_NM,34.93,-104.66,SP,1,1,1,1,0,3730.0,3730.0,3730.0,1940-06-11,1940-06-11
350353104455801,10N.20E.25.243,NWIS_NM,35.06,-104.76,SP,1,1,1,1,0,2274.0,2274.0,2274.0,1940-09-19,1940-09-19
325505104254201,16S.26E.18.331 H Monroe,NWIS_NM,32.91,-104.42,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
324850104441501,17S.23E.30.1 HOPE SCH.,NWIS_NM,32.8,-104.73,GW,1,0,1,1,0,,,,1940-08-01,1940-08-01
325020104273401,17S.25E.14.141,NWIS_NM,32.83,-104.45,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
325216104232601,17S.26E.04.121,NWIS_NM,32.87,-104.38,GW,1,1,1,1,0,2060.0,2060.0,2060.0,1940-07-22,1940-07-22
325151104235801,17S.26E.05.234 HILLARD,NWIS_NM,32.86,-104.39,GW,1,0,1,1,0,,,,1940-09-03,1940-09-03
325111104234201,17S.26E.09.113 GARRETT,NWIS_NM,32.85,-104.39,GW,1,0,1,1,0,,,,1940-09-03,1940-09-03
325111104225501,17S.26E.09.223 JACKSON,NWIS_NM,32.85,-104.38,GW,1,0,1,1,0,,,,1940-09-03,1940-09-03
325032104231201,17S.26E.09.344 E.E.COLL,NWIS_NM,32.84,-104.38,GW,1,0,1,1,0,,,,1940-09-03,1940-09-03
325101104221003,17S.26E.10.433C,NWIS_NM,32.84,-104.36,GW,1,1,1,1,0,920.0,920.0,920.0,1940-03-14,1940-03-14
325032104213801,17S.26E.11.333,NWIS_NM,32.84,-104.35,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
325006104213801,17S.26E.14.133 Holderman,NWIS_NM,32.83,-104.35,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
325005104210701,17S.26E.14.411,NWIS_NM,32.83,-104.35,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
324940104205101,17S.26E.14.443 J.C.Mills,NWIS_NM,32.82,-104.34,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
325006104221001,17S.26E.15.233 J.M.Vogle,NWIS_NM,32.83,-104.36,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
325005104220701,17S.26E.15.411,NWIS_NM,32.83,-104.36,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
324912104234201,17S.26E.21.311 J DEAN,NWIS_NM,32.81,-104.39,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
324939104210701,17S.26E.23.21,NWIS_NM,32.82,-104.35,GW,2,0,2,2,0,,,,1940-07-22,1954-06-25
324807104213801,17S.26E.26.331 L MARTIN,NWIS_NM,32.8,-104.35,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
324834104244401,17S.26E.29.131,NWIS_NM,32.8,-104.41,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
324754104234202,17S.26E.33.111,NWIS_NM,32.79,-104.39,GW,1,0,1,1,0,,,,1940-07-26,1940-07-26
324703104234201,17S.26E.33.333,NWIS_NM,32.78,-104.39,GW,1,0,1,1,0,,,,1940-05-30,1940-05-30
324847104152701,17S.27E.23.33 oiltest,NWIS_NM,32.81,-104.25,GW,1,0,1,1,0,,,,1940-01-11,1940-01-11
324510104245201,18S.26E.18.223,NWIS_NM,32.75,-104.41,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
324419104213301,18S.26E.23.213,NWIS_NM,32.73,-104.35,GW,1,0,1,1,0,,,,1940-07-23,1940-07-23
323747104225401,19S.26E.28.441 SULLIVAN,NWIS_NM,32.62,-104.38,GW,5,2,5,5,0,1590.0,1620.0,1605.0,1940-03-23,1944-05-29
323549104253601,20S.26E.06.MOUTRY HUGH,NWIS_NM,32.59,-104.42,GW,2,1,2,2,0,2590.0,2590.0,2590.0,1940-07-11,1941-09-29
323548104251101,20S.26E.07.21 ED MONTE,NWIS_NM,32.59,-104.41,GW,1,0,1,1,0,,,,1940-07-11,1940-07-11
322731104161201,21S.26E.26.1 near BOYD&CCC,NWIS_NM,32.45,-104.26,GW,1,0,1,1,0,,,,1940-01-15,1940-01-15
322639104161201,21S.26E.35.1 ED HOOSE,NWIS_NM,32.43,-104.26,GW,1,0,1,1,0,,,,1940-01-15,1940-01-15
325035104210502,17S.26E.11.433B Haynes,NWIS_NM,32.84,-104.35,GW,1,0,1,1,0,,,,1940-07-22,1940-07-22
321940103593501,23S.29E.04.430,NWIS_NM,32.32,-103.98,SP,2,0,2,2,0,,,,1940-10-23,1975-04-19
323350104232201,20S.26E.21.112 BUBBLING SP,NWIS_NM,32.56,-104.39,SP,1,1,1,1,0,4030.0,4030.0,4030.0,1941-03-10,1941-03-10
332508104052601,08S.23E.10.,NWIS_NM,33.41,-104.09,GW,1,2,1,1,0,1529.0,1636.0,1582.5,1940-11-19,1940-11-19
332533104321401,10S.24E.20.33 ALDEN WL,NWIS_NM,33.42,-104.53,GW,2,3,2,2,0,1960.0,3830.0,3133.3,1940-10-07,1941-03-31
332615104311301,10S.24E.21. R H GODDARD,NWIS_NM,33.43,-104.52,GW,1,1,1,1,0,4750.0,4750.0,4750.0,1940-12-13,1940-12-13
332616104242101,10S.25E.16.34 SANDBOIL,NWIS_NM,33.44,-104.4,SP,1,1,1,1,0,3590.0,3590.0,3590.0,1940-10-21,1940-10-21
332709104301201,10S.24E.09.,NWIS_NM,33.45,-104.5,GW,1,2,1,1,0,2500.0,2670.0,2585.0,1940-11-19,1940-11-19
333650104313501,08S.24E.17.433,NWIS_NM,33.61,-104.52,GW,1,2,1,1,0,2048.0,2214.0,2131.0,1940-11-19,1940-11-19
333743104322601,08S.24E.07.,NWIS_NM,33.62,-104.54,GW,1,2,1,1,0,1880.0,1962.0,1921.0,1940-11-19,1940-11-19
333756104313501,08S.24E.08.413 White Ranch,NWIS_NM,33.63,-104.52,GW,3,4,3,3,0,2240.0,2660.0,2510.0,1940-11-19,1960-04-05
333901104313601,08S.24E.05.,NWIS_NM,33.65,-104.52,GW,1,2,1,1,0,3240.0,3600.0,3420.0,1940-11-19,1940-11-19
333902104313601,08S.24E.05.144 J CORN,NWIS_NM,33.65,-104.52,GW,2,2,2,2,0,3380.0,3400.0,3390.0,1940-11-19,1955-06-08
342106104102302,02N.26E.36.313B seep,NWIS_NM,34.35,-104.17,SP,1,1,1,1,0,1870.0,1870.0,1870.0,1940-10-18,1940-10-18
342321104104301,02N.26E.14.22,NWIS_NM,34.4,-104.17,GW,1,2,1,1,0,2175.0,2324.0,2249.5,1940-10-18,1940-10-18
325638104173001,16S.27E.05.444,NWIS_NM,32.94,-104.29,GW,1,0,1,1,0,,,,1940-10-03,1940-10-03
320654103112601,25S.37E.20.31,NWIS_NM,32.11,-103.19,GW,1,1,1,1,0,781.0,781.0,781.0,1942-07-18,1942-07-18
320655103112701,25S.37E.20.311,NWIS_NM,32.11,-103.19,GW,2,2,2,2,0,751.0,759.0,755.0,1942-07-18,1958-09-08
322628103102701,21S.37E.33.110,NWIS_NM,32.44,-103.17,GW,1,1,1,1,0,537.0,537.0,537.0,1942-07-18,1942-07-18
322629103095901,21S.37E.33.21,NWIS_NM,32.44,-103.16,GW,1,2,1,1,0,1902.0,1936.0,1919.0,1942-08-01,1942-08-01
331605105082501,12S.18E.14.310,NWIS_NM,33.26,-105.14,GW,1,0,1,1,0,,,,1942-01-01,1942-01-01
331615105083201,12S.18E.14.311,NWIS_NM,33.27,-105.14,GW,2,0,2,2,0,,,,1941-12-17,1942-01-01
332338104255301,10S.25E.32.3,NWIS_NM,33.39,-104.43,GW,1,2,1,1,0,2100.0,2250.0,2175.0,1942-07-10,1942-07-10
332523104314401,10S.24E.20.433 GODFREY,NWIS_NM,33.42,-104.53,GW,6,2,6,6,0,1490.0,1625.0,1557.5,1942-09-04,1959-01-14
332533104311301,10S.24E.21.33 BASE GAS,NWIS_NM,33.42,-104.52,GW,3,1,3,3,0,4820.0,4820.0,4820.0,1942-07-23,1945-08-29
332548104311301,10S.24E.21.31 VAN ELAM,NWIS_NM,33.42,-104.52,GW,2,3,2,2,0,3340.0,3800.0,3646.7,1942-06-29,1943-04-01
332549104311301,10S.24E.21.13333 HSTR&WGN,NWIS_NM,33.43,-104.52,GW,5,1,5,5,0,1410.0,1410.0,1410.0,1942-07-23,1960-08-31
332615104311302,10S.24E.21. VON ELAM WL,NWIS_NM,33.42,-104.52,GW,1,1,1,1,0,4200.0,4200.0,4200.0,1942-07-23,1942-07-23
332642104315901,10S.24E.17.143 PERRINE,NWIS_NM,33.44,-104.53,GW,5,2,5,5,0,1900.0,1996.0,1948.0,1942-07-23,1960-08-23
332709104294001,10S.24E.10.433 GODFREY,NWIS_NM,33.45,-104.49,GW,1,2,1,1,0,1445.0,1518.0,1481.5,1942-08-14,1942-08-14
332801104255301,10S.25E.05.3 BTR Lake HDQ,NWIS_NM,33.46,-104.43,GW,1,2,1,1,0,3630.0,3930.0,3780.0,1942-07-09,1942-07-09
323402104234201,20S.26E.20.WNDML WL near SPRGS,NWIS_NM,32.56,-104.39,GW,55,1,55,54,0,2367.0,2367.0,2367.0,1942-06-25,1962-06-19
323027104225701,21S.25E.03.21 HAMILTON,NWIS_NM,32.52,-104.38,GW,4,2,4,4,0,863.0,1130.0,996.5,1941-10-25,1953-11-24
323310104231201,20S.26E.21.43,NWIS_NM,32.55,-104.38,GW,1,1,1,1,0,3340.0,3340.0,3340.0,1943-08-03,1943-08-03
322618104134801,21S.27E.31.142,NWIS_NM,32.43,-104.23,SP,1,1,1,1,0,3040.0,3040.0,3040.0,1944-02-04,1944-02-04
332231104290701,11S.24E.10.22434,NWIS_NM,33.37,-104.48,GW,1,1,1,1,0,619.0,619.0,619.0,1944-02-09,1944-02-09
332533104291101,10S.24E.22.44 CNTRYCLUB,NWIS_NM,33.42,-104.49,GW,1,1,1,1,0,4040.0,4040.0,4040.0,1944-01-18,1944-01-18
332616104294001,10S.24E.15.43 J SCHMID,NWIS_NM,33.43,-104.49,GW,1,1,1,1,0,3010.0,3010.0,3010.0,1944-01-18,1944-01-18
325654104322601,16S.24E.01.12 F Nellson,NWIS_NM,32.96,-104.54,GW,1,1,1,1,0,673.0,673.0,673.0,1944-01-19,1944-01-19
325614104274602,16S.25E.11.133A JJ Terry,NWIS_NM,32.93,-104.46,GW,1,1,1,1,0,694.0,694.0,694.0,1944-02-11,1944-02-11
325006104220901,17S.26E.15.23,NWIS_NM,32.83,-104.36,GW,1,1,1,1,0,1070.0,1070.0,1070.0,1944-01-20,1944-01-20
323802104264301,19S.25E.25.13,NWIS_NM,32.63,-104.44,GW,1,1,1,1,0,1050.0,1050.0,1050.0,1944-01-20,1944-01-20
323642104274501,19S.25E.34 HARDESTY well,NWIS_NM,32.61,-104.46,GW,1,1,1,1,0,1840.0,1840.0,1840.0,1944-03-22,1944-03-22
324105104234101,19S.26E.08.222,NWIS_NM,32.68,-104.39,GW,2,1,2,2,0,1370.0,1370.0,1370.0,1944-03-22,1953-08-29
323801104220801,19S.26E.27.233 LAKEWD SCHOOL,NWIS_NM,32.63,-104.36,GW,1,0,1,1,0,,,,1944-02-11,1944-02-11
323735104244201,19S.26E.30. PRICE well,NWIS_NM,32.62,-104.41,GW,2,1,2,2,0,1540.0,1540.0,1540.0,1944-05-04,1944-05-22
323548104251201,20S.26E.07.122 GAS STATION,NWIS_NM,32.59,-104.42,GW,1,1,1,1,0,1380.0,1380.0,1380.0,1944-02-11,1944-02-11
323133104234201,20S.26E.33. 2MI N RKY ARROYO,NWIS_NM,32.52,-104.39,GW,1,0,1,1,0,,,,1944-05-03,1944-05-03
323430104143401,20S.27E.14.244 PLAYA WNDML,NWIS_NM,32.57,-104.24,GW,2,1,2,2,0,2580.0,2580.0,2580.0,1944-05-03,1955-06-21
323219104173901,20S.27E.29 ROY MCLANE,NWIS_NM,32.53,-104.29,GW,1,1,1,1,0,1750.0,1750.0,1750.0,1944-05-03,1944-05-03
322917104181501,21S.26E.08. A LEWIS Ranch,NWIS_NM,32.48,-104.3,GW,1,1,1,1,0,503.0,503.0,503.0,1944-05-03,1944-05-03
322732104161201,21S.26E.23 SWIGART,NWIS_NM,32.45,-104.27,GW,1,1,1,1,0,3280.0,3280.0,3280.0,1943-10-31,1943-10-31
322732104141201,21S.26E.24. RALPH BRYAN,NWIS_NM,32.45,-104.23,GW,1,1,1,1,0,2690.0,2690.0,2690.0,1944-03-22,1944-03-22
322639104192501,21S.26E.31 C BELL,NWIS_NM,32.44,-104.32,GW,1,1,1,1,0,791.0,791.0,791.0,1943-10-31,1943-10-31
322627104152802,21S.26E.35.214B PIPKIN RL,NWIS_NM,32.44,-104.25,GW,2,2,2,2,0,1040.0,1070.0,1055.0,1944-02-03,1944-03-22
332125104285002,11S.24E.14.143 GOODWIN G38,NWIS_NM,33.35,-104.48,GW,1,0,1,1,0,,,,1945-05-18,1945-05-18
342640104345101,02N.22E.01.22 Santa Fe,NWIS_NM,34.44,-104.58,SP,1,1,1,1,0,2140.0,2140.0,2140.0,1944-12-07,1944-12-07
323311104112001,20S.28E.21.3 NIPPER well,NWIS_NM,32.55,-104.18,GW,1,1,1,1,0,2330.0,2330.0,2330.0,1945-01-01,1945-01-01
322825104181501,21S.26E.17. Windmill,NWIS_NM,32.47,-104.3,GW,1,1,1,1,0,370.0,370.0,370.0,1944-12-03,1944-12-03
350034105400701,09N.12E.16.213,NWIS_NM,35.0,-105.66,GW,3,1,2,2,0,2290.0,2290.0,2290.0,1946-05-13,1947-12-04
331919104404901,11S.22E.25.331142,NWIS_NM,33.32,-104.68,GW,1,1,1,1,0,954.0,954.0,954.0,1947-06-02,1947-06-02
331928104353201,11S.23E.27.424,NWIS_NM,33.32,-104.59,GW,1,1,1,1,0,657.0,657.0,657.0,1947-07-19,1947-07-19
332101104425201,11S.22E.22.111,NWIS_NM,33.34,-104.71,GW,1,1,1,1,0,866.0,866.0,866.0,1947-06-02,1947-06-02
332243104373501,11S.23E.08.232222,NWIS_NM,33.37,-104.62,GW,1,1,1,1,0,720.0,720.0,720.0,1947-06-02,1947-06-02
332245104404901,11S.22E.01.3,NWIS_NM,33.37,-104.68,GW,1,1,1,1,0,807.0,807.0,807.0,1947-06-02,1947-06-02
332336104415001,11S.22E.02.1,NWIS_NM,33.39,-104.69,GW,1,0,1,1,0,,,,1947-06-30,1947-06-30
333409104373901,08S.23E.33. OSC. White,NWIS_NM,33.56,-104.62,GW,1,1,1,1,0,1440.0,1440.0,1440.0,1947-07-26,1947-07-26
333410104315001,09S.24E.05. OSCAR White,NWIS_NM,33.56,-104.53,GW,4,2,4,4,0,2570.0,2700.0,2635.0,1947-07-26,1964-08-04
350203105302201,09N.13E.01.000,NWIS_NM,35.03,-105.5,GW,1,1,1,1,0,815.0,815.0,815.0,1947-08-12,1947-08-12
351457105290101,12N.14E.20.313,NWIS_NM,35.24,-105.48,SP,1,1,1,1,0,240.0,240.0,240.0,1947-08-08,1947-08-08
351545104554801,Anton Chico and Preston Beck Grant,NWIS_NM,35.26,-104.93,SP,1,1,1,1,0,621.0,621.0,621.0,1947-05-22,1947-05-22
352218105153501,Telcolote Grant Lagunita Springs,NWIS_NM,35.37,-105.26,SP,1,1,1,1,0,369.0,369.0,369.0,1947-09-04,1947-09-04
353225105182001,Las Vegas Grant,NWIS_NM,35.54,-105.3,SP,1,1,1,1,0,284.0,284.0,284.0,1947-06-27,1947-06-27
353245105175801,Las Vegas Grant Ojito Frio No. 1,NWIS_NM,35.54,-105.3,SP,1,1,1,1,0,500.0,500.0,500.0,1947-06-27,1947-06-27
322639104144201,21S.26E.36.12 CARTER AE,NWIS_NM,32.44,-104.24,GW,3,2,3,3,0,763.0,822.0,792.5,1946-10-10,1946-10-22
320008104343801,26S.23E.35.121 GEYSER SP,NWIS_NM,32.0,-104.57,SP,1,1,1,1,0,263.0,263.0,263.0,1948-01-26,1948-01-26
